model,date,mean,lower,upper,ci_level,forecast_date
ensemble,2020-05-14,31852.371117265015,291.45639658503023,303929.83182203904,95,2020-05-01
ensemble,2020-05-15,4214.781746140568,1173.5191497508445,11202.114429752202,95,2020-05-15
ensemble,2020-05-16,4375.07153696254,1021.423478239314,12975.613069220622,95,2020-05-15
ensemble,2020-05-17,4856.091027807392,874.947081714306,17216.557578187938,95,2020-05-15
ensemble,2020-05-18,4952.540888949598,727.4630209795217,19471.641319247195,95,2020-05-15
ensemble,2020-05-19,3345.3816774958955,264.6468849240928,14445.54807082598,95,2020-05-15
ensemble,2020-05-20,5713.635029678351,510.61265360312643,28610.00892505341,95,2020-05-15
ensemble,2020-05-21,2975.6634006371723,-0.8548298577545957,18420.397727909924,95,2020-05-15
ensemble,2020-05-22,6683.417599414073,349.5347498911927,41536.25318525268,95,2020-05-15
ensemble,2020-05-23,7253.714941470661,286.43808032561407,49920.56803532832,95,2020-05-15
ensemble,2020-05-24,7884.476509697959,233.31146638681207,59926.43619867931,95,2020-05-15
ensemble,2020-05-25,8579.598896580559,188.92102394223653,71901.6149345191,95,2020-05-15
ensemble,2020-05-26,9342.407758033654,152.11933350631128,86243.99931290884,95,2020-05-15
ensemble,2020-05-27,10177.03242933836,121.82634829488526,103449.50874603486,95,2020-05-15
ensemble,2020-05-28,11087.784555661483,97.05861258713293,124114.19998075247,95,2020-05-15
ensemble,2020-06-01,2292.4171617088964,715.5888981530723,5656.944786344285,95,2020-06-01
ensemble,2020-06-02,2310.260676949506,627.3914176304077,6200.103465723711,95,2020-06-01
ensemble,2020-06-03,2343.8464701673624,541.9986201839389,6902.95800468297,95,2020-06-01
ensemble,2020-06-04,2393.4454254251546,462.45807140337456,7787.762252013633,95,2020-06-01
ensemble,2020-06-05,2459.1732763382524,390.51678472255486,8883.68808532424,95,2020-06-01
ensemble,2020-06-06,2541.0203302696054,326.9005308191068,10228.166929888475,95,2020-06-01
ensemble,2020-06-07,2638.875599658476,271.6245228138573,11868.412783969154,95,2020-06-01
ensemble,2020-06-08,2752.546441970343,224.25743650585954,13863.305960875476,95,2020-06-01
ensemble,2020-06-09,2881.774584478122,184.1184901720748,16285.77191189939,95,2020-06-01
ensemble,2020-06-10,3169.156069603853,155.7622435474328,20156.3496769519,95,2020-06-01
ensemble,2020-06-11,3185.617818856996,122.32843968174657,22794.121699906776,95,2020-06-01
ensemble,2020-06-12,3515.781109560413,102.47751490799044,28389.38566439417,95,2020-06-01
ensemble,2020-06-13,3181.197075919919,71.02959958832976,29251.419364447243,95,2020-06-01
ensemble,2020-06-14,3749.109976372916,64.2380234568645,38796.455843559,95,2020-06-01
ensemble,2020-06-15,1452.6265553222672,457.8568326364482,3524.381687311682,95,2020-06-15
ensemble,2020-06-16,1620.9784631922273,469.7403121338039,4184.165496419018,95,2020-06-15
ensemble,2020-06-17,1725.2924854123673,427.3053677707784,4890.248723429798,95,2020-06-15
ensemble,2020-06-18,1730.2465191176434,362.91798871054067,5381.995231123958,95,2020-06-15
ensemble,2020-06-19,1790.4927395598875,311.9782025694932,6159.193232459086,95,2020-06-15
ensemble,2020-06-20,1885.0396432060736,269.1759647878,7197.315076653479,95,2020-06-15
ensemble,2020-06-21,1956.7498382775775,226.4901543745808,8309.402512140197,95,2020-06-15
ensemble,2020-06-22,2088.932465095325,193.86574818764606,9889.617386049002,95,2020-06-15
ensemble,2020-06-23,2210.073260807704,163.10969772632671,11682.106150267166,95,2020-06-15
ensemble,2020-06-24,2344.3036909273214,136.56446623279263,13857.304847938634,95,2020-06-15
ensemble,2020-06-25,2491.780050514954,113.83713624329184,16497.583199558194,95,2020-06-15
ensemble,2020-06-26,2652.615591683458,94.51037201531213,19704.181329446637,95,2020-06-15
ensemble,2020-06-27,2826.8862797609027,78.17057031315929,23601.572587977927,95,2020-06-15
ensemble,2020-06-28,3014.6358895705207,64.42556788817664,28342.896252152856,95,2020-06-15
ensemble,2020-07-01,7.7653788200718274,1.1430937435995512,24.031961131149966,95,2020-07-01
ensemble,2020-07-02,8.210017414360422,0.5225675510819285,31.74874113767439,95,2020-07-01
ensemble,2020-07-03,7.525913822107315,-0.010072750524383818,35.30440246000918,95,2020-07-01
ensemble,2020-07-04,7.0652750650905,-0.32724500100554565,39.273684642665664,95,2020-07-01
ensemble,2020-07-05,6.977169337016737,-0.5212157551783698,45.25898182747019,95,2020-07-01
ensemble,2020-07-06,8.07914831805904,-0.6215947218071838,60.089808132863396,95,2020-07-01
ensemble,2020-07-07,7.839150298003579,-0.7332314380616288,66.6554868721635,95,2020-07-01
ensemble,2020-07-08,7.649265928370983,-0.8169792980204691,75.85977578539357,95,2020-07-01
ensemble,2020-07-09,8.040995572466914,-0.8686477171651686,91.21634755550136,95,2020-07-01
ensemble,2020-07-10,9.435463026324443,-0.9067233550696225,120.55836011856798,95,2020-07-01
ensemble,2020-07-11,7.730730111521732,-0.9354674900297165,113.7206316317442,95,2020-07-01
ensemble,2020-07-12,9.718305753192539,-0.9536029570257638,156.68165865852222,95,2020-07-01
ensemble,2020-07-13,8.35417842290966,-0.9668949318173967,154.57829744109014,95,2020-07-01
ensemble,2020-07-14,8.429788585407499,-0.9766584750437283,174.4429093704693,95,2020-07-01
ensemble,2020-07-15,11.039590431205587,1.8272993234580581,34.03150762437237,95,2020-07-15
ensemble,2020-07-16,12.044336500686812,1.218482655981469,44.5657045945536,95,2020-07-15
ensemble,2020-07-17,12.987661409641728,0.6868802878943739,57.466077016286455,95,2020-07-15
ensemble,2020-07-18,13.44212575830138,0.27455068135444444,69.34600384609577,95,2020-07-15
ensemble,2020-07-19,12.163808653259185,-0.126701617843954,72.55160198278553,95,2020-07-15
ensemble,2020-07-20,15.443075624048351,-0.19807670577281036,104.46511166943075,95,2020-07-15
ensemble,2020-07-21,15.784282048266725,-0.38880277602467384,120.51688289326763,95,2020-07-15
ensemble,2020-07-22,16.209470827860528,-0.5479577111498886,145.27468435153708,95,2020-07-15
ensemble,2020-07-23,16.849609919008056,-0.6553801672646452,173.4261327668643,95,2020-07-15
ensemble,2020-07-24,17.677657570457665,-0.7346571592949197,207.98948652673434,95,2020-07-15
ensemble,2020-07-25,18.300775824874208,-0.7956428644053101,245.3204350424177,95,2020-07-15
ensemble,2020-07-26,18.385642642884285,-0.8435872875673784,280.8718942256736,95,2020-07-15
ensemble,2020-07-27,19.73565199883991,-0.8770942401302649,340.20446109470754,95,2020-07-15
ensemble,2020-07-28,20.338276008387588,-0.9045691392715558,396.6236294444326,95,2020-07-15
ensemble,2020-08-01,23.295255251441624,4.981355378851257,68.24967431708332,95,2020-08-01
ensemble,2020-08-02,27.39021846243024,3.958890846268968,96.80817708003316,95,2020-08-01
ensemble,2020-08-03,31.503901915055327,3.140806458908821,130.907656843892,95,2020-08-01
ensemble,2020-08-04,36.62072471707837,2.55208499739581,175.4461740637737,95,2020-08-01
ensemble,2020-08-05,40.172873226819085,1.9536097302916202,218.6748185296458,95,2020-08-01
ensemble,2020-08-06,42.635378110950995,1.4306756988487965,260.9290650842047,95,2020-08-01
ensemble,2020-08-07,42.64397960814347,0.9360197723578864,291.71345284835013,95,2020-08-01
ensemble,2020-08-08,43.66118379889864,0.4825299683731565,344.20151822892,95,2020-08-01
ensemble,2020-08-09,48.41728125868852,0.25391385311979753,430.56724862377484,95,2020-08-01
ensemble,2020-08-10,61.38323582148855,0.15640755297794273,613.8854749476179,95,2020-08-01
ensemble,2020-08-11,58.257404916000596,-0.09436750358867273,649.4886240367285,95,2020-08-01
ensemble,2020-08-12,62.830146413599834,-0.23170953421840768,780.0915844639685,95,2020-08-01
ensemble,2020-08-13,72.75279216954728,-0.31770591111230806,1002.0046445716013,95,2020-08-01
ensemble,2020-08-14,78.85955616049367,-0.41886189024689696,1202.5433740122555,95,2020-08-01
ensemble,2020-08-15,51.72775069339784,11.626836111693535,150.13959665222717,95,2020-08-15
ensemble,2020-08-16,58.6369055386848,9.640265788282566,202.11507846785102,95,2020-08-15
ensemble,2020-08-17,87.2287654218614,10.260046119904443,355.1269347251074,95,2020-08-15
ensemble,2020-08-18,85.39588549859047,7.718859986976128,392.5639338761844,95,2020-08-15
ensemble,2020-08-19,87.83908164741752,5.9456974071422355,458.73468125363854,95,2020-08-15
ensemble,2020-08-20,107.03479422021633,5.341136130060779,632.8791323209737,95,2020-08-15
ensemble,2020-08-21,90.90561394112115,3.382628953964864,602.4556256684925,95,2020-08-15
ensemble,2020-08-22,102.5353229131758,2.7353761105226404,775.9900710027758,95,2020-08-15
ensemble,2020-08-23,101.68859691472352,1.7835112494193812,874.5115029343178,95,2020-08-15
ensemble,2020-08-24,119.7912537078816,1.618969975575263,1147.622074064374,95,2020-08-15
ensemble,2020-08-25,113.67214273906407,0.7755202481578239,1234.5095100881636,95,2020-08-15
ensemble,2020-08-26,119.82721184680358,0.49053847509076726,1449.7672964726064,95,2020-08-15
ensemble,2020-08-27,130.38331097625044,0.3309652664666962,1748.4011877020293,95,2020-08-15
ensemble,2020-08-28,153.1935360776232,0.35367885885271155,2263.259148714092,95,2020-08-15
ensemble,2020-09-01,161.76387488747704,42.82722519504931,438.12868218931044,95,2020-09-01
ensemble,2020-09-02,166.7529275127838,30.077211170264047,556.07477054556,95,2020-09-01
ensemble,2020-09-03,178.32140428134835,22.792050328453296,704.5246232131227,95,2020-09-01
ensemble,2020-09-04,205.98928708533242,21.2066831389308,915.9769272666181,95,2020-09-01
ensemble,2020-09-05,205.8127075027692,15.818300501188224,1049.8500674078525,95,2020-09-01
ensemble,2020-09-06,226.85751689081516,13.637224591103147,1297.7978735028532,95,2020-09-01
ensemble,2020-09-07,255.26716977694838,12.23789175885816,1621.5170706277393,95,2020-09-01
ensemble,2020-09-08,279.5352999409092,9.766262633912028,2035.9079528939628,95,2020-09-01
ensemble,2020-09-09,313.5484145808414,8.416421808158852,2566.164493982241,95,2020-09-01
ensemble,2020-09-10,381.4428310922882,8.074122314407612,3485.032903252311,95,2020-09-01
ensemble,2020-09-11,387.3934455014002,6.308318779300903,3960.213461314009,95,2020-09-01
ensemble,2020-09-12,10195.523434156488,7.485056274021138,136888.11517071648,95,2020-09-01
ensemble,2020-09-13,537.088441477535,5.227843835738974,6782.0445274758695,95,2020-09-01
ensemble,2020-09-14,493.0787441739841,3.8227179828827267,6910.799831817216,95,2020-09-01
ensemble,2020-09-15,2042.3728839063963,38.99680483159943,7458.828387570902,95,2020-09-15
ensemble,2020-09-16,3543.6464724602633,618.6753636514457,12177.415747287174,95,2020-09-15
ensemble,2020-09-17,3964.557475288858,495.93627305262055,16234.834162290752,95,2020-09-15
ensemble,2020-09-18,4336.530188211475,400.72411559874024,20719.438649258875,95,2020-09-15
ensemble,2020-09-19,4415.1515181300565,303.6845555667716,24432.48405978194,95,2020-09-15
ensemble,2020-09-20,4457.1959871444515,220.7725762306421,28629.08675443703,95,2020-09-15
ensemble,2020-09-21,5513.248714272117,224.4580469230754,39216.35371179155,95,2020-09-15
ensemble,2020-09-22,6265.7216101251115,185.48201230160325,51434.0686221327,95,2020-09-15
ensemble,2020-09-23,6828.000002879937,149.28413840846278,63948.283863638164,95,2020-09-15
ensemble,2020-09-24,7923.368153276364,135.1951958287433,83647.6847550812,95,2020-09-15
ensemble,2020-09-25,8649.942675397597,112.34668846733372,103007.43956449063,95,2020-09-15
ensemble,2020-09-26,10274.589234490857,105.73704513057156,137152.9529101568,95,2020-09-15
ensemble,2020-09-27,10907.80826666201,86.33539880880367,163218.7920417301,95,2020-09-15
ensemble,2020-09-28,11884.273820271173,73.54138301613965,198227.53493149643,95,2020-09-15
ensemble,2020-10-01,10535.767834855684,2660.272167315315,29207.315286347617,95,2020-10-01
ensemble,2020-10-02,12883.020637875292,2388.1530304657476,43074.281660481895,95,2020-10-01
ensemble,2020-10-03,13238.173100321996,1659.1648262694216,54052.66605649643,95,2020-10-01
ensemble,2020-10-04,16447.195792503255,1627.437217495854,76399.07551602919,95,2020-10-01
ensemble,2020-10-05,18524.641073251427,1390.013992487275,98671.84323450596,95,2020-10-01
ensemble,2020-10-06,20703.099644870155,1195.0635260357703,125330.7138529937,95,2020-10-01
ensemble,2020-10-07,23564.846594657673,1067.015758259324,160330.29749098606,95,2020-10-01
ensemble,2020-10-08,26406.369879774924,869.6884805346483,206683.5623698817,95,2020-10-01
ensemble,2020-10-09,29695.670316348893,740.4076521995138,263274.986223219,95,2020-10-01
ensemble,2020-10-10,32644.637962025467,615.0316167281048,326780.3562371896,95,2020-10-01
ensemble,2020-10-11,36546.57744655477,530.9721159375639,410132.32427877607,95,2020-10-01
ensemble,2020-10-12,40349.51004782155,448.6014385177876,506328.3532049882,95,2020-10-01
ensemble,2020-10-13,47869.99852316234,437.8578826858362,666145.0626392219,95,2020-10-01
ensemble,2020-10-14,50973.893816971264,352.7825004860211,790167.6257899812,95,2020-10-01
ensemble,2020-10-15,16682.526996213375,4446.036810139946,45062.521007097836,95,2020-10-15
ensemble,2020-10-16,18557.574049842166,3483.6051297648128,61461.665674430136,95,2020-10-15
ensemble,2020-10-17,20143.0577713719,2738.713498476152,79474.01088715077,95,2020-10-15
ensemble,2020-10-18,20900.691878883285,1948.7770888644277,98321.92980879247,95,2020-10-15
ensemble,2020-10-19,26360.637987456787,2102.367770316509,136131.69735919865,95,2020-10-15
ensemble,2020-10-20,28101.090690933466,1694.9354892921785,165646.52027069998,95,2020-10-15
ensemble,2020-10-21,32540.44428867658,1599.8211776786884,212905.16837040082,95,2020-10-15
ensemble,2020-10-22,34543.670495080085,1203.005260118434,260825.80094245882,95,2020-10-15
ensemble,2020-10-23,37886.95137577461,1001.1311100993838,322719.1011509936,95,2020-10-15
ensemble,2020-10-24,41202.99068742806,828.965309306877,394204.3132999132,95,2020-10-15
ensemble,2020-10-25,44419.541120246555,670.9161172068324,475900.5224834648,95,2020-10-15
ensemble,2020-10-26,50765.55519477287,624.4521545870207,600950.124314045,95,2020-10-15
ensemble,2020-10-27,55132.95855796936,523.9837244730793,724474.1087606829,95,2020-10-15
ensemble,2020-10-28,60442.29714848641,451.3107288758942,878051.489633968,95,2020-10-15
ensemble,2020-11-01,16297.364395496586,4816.233918129791,41641.83884651786,95,2020-11-01
ensemble,2020-11-02,19647.93466776268,4022.479542215774,61844.00148168246,95,2020-11-01
ensemble,2020-11-03,20929.05090677025,3165.5675189469484,77701.98870634487,95,2020-11-01
ensemble,2020-11-04,22451.20601880518,2591.7531301840727,95889.86790872722,95,2020-11-01
ensemble,2020-11-05,24019.34028800916,2169.126817827769,116087.87571246256,95,2020-11-01
ensemble,2020-11-06,25499.161336152974,1834.5053802699017,137834.64278076572,95,2020-11-01
ensemble,2020-11-07,25879.66437186121,1498.3606004913845,155631.9878338108,95,2020-11-01
ensemble,2020-11-08,28167.684284451556,1246.1991403114532,191515.68455343414,95,2020-11-01
ensemble,2020-11-09,43825.991122696796,1360.6077900057962,339854.2551827518,95,2020-11-01
ensemble,2020-11-10,34437.80295732396,975.5306096910173,287882.656719149,95,2020-11-01
ensemble,2020-11-11,36925.810346239,849.3327654451551,339808.91319121374,95,2020-11-01
ensemble,2020-11-12,38141.074989821216,715.6283427004842,384561.9396844461,95,2020-11-01
ensemble,2020-11-13,40374.85316965038,625.4242677522336,444333.46235238167,95,2020-11-01
ensemble,2020-11-14,41638.990777256324,532.7615303614466,498523.9087587428,95,2020-11-01
ensemble,2020-11-15,19411.83720906367,5797.570385404057,49205.70661088084,95,2020-11-15
ensemble,2020-11-16,21271.620274319084,4589.086024276635,65157.245308596386,95,2020-11-15
ensemble,2020-11-17,23718.643905011413,3847.291758334119,84928.13440250594,95,2020-11-15
ensemble,2020-11-18,25956.110056267953,3258.6885840212303,106155.62646993667,95,2020-11-15
ensemble,2020-11-19,27521.61658451586,2745.7878176935023,126387.27613315504,95,2020-11-15
ensemble,2020-11-20,30081.05841136738,2408.464090197974,153683.98492533565,95,2020-11-15
ensemble,2020-11-21,34865.88342013409,2150.46939426283,199573.76731348268,95,2020-11-15
ensemble,2020-11-22,35225.87250461971,1755.9299502068627,224466.5440634167,95,2020-11-15
ensemble,2020-11-23,29853.387747362704,1096.063490662148,211938.62147048785,95,2020-11-15
ensemble,2020-11-24,33468.281885028286,1062.8381972555803,258911.70478502402,95,2020-11-15
ensemble,2020-11-25,38340.52029873595,1031.3448807652424,324098.7836709753,95,2020-11-15
ensemble,2020-11-26,36818.434091454576,767.3134441801028,339975.82474637474,95,2020-11-15
ensemble,2020-11-27,42633.21684234935,782.8641786851969,427068.3890887666,95,2020-11-15
ensemble,2020-11-28,44844.62315818729,687.3525740967696,486592.7249150891,95,2020-11-15
ensemble,2020-12-01,12595.601286862955,3915.7564861915203,31199.70091020138,95,2020-12-01
ensemble,2020-12-02,13554.06282744002,3028.43286954056,40835.45488375813,95,2020-12-01
ensemble,2020-12-03,14061.738934301862,2351.1230283415625,49800.78329983285,95,2020-12-01
ensemble,2020-12-04,14817.587487320561,1906.9703755120725,60264.950746540286,95,2020-12-01
ensemble,2020-12-05,15000.64710634538,1505.8849275638977,69465.79984643873,95,2020-12-01
ensemble,2020-12-06,15955.443319686041,1280.637291526556,82640.28460375656,95,2020-12-01
ensemble,2020-12-07,18687.721732418682,1226.2718335160048,106058.26837633499,95,2020-12-01
ensemble,2020-12-08,19252.786279997832,954.7721901821159,124796.57051951063,95,2020-12-01
ensemble,2020-12-09,20660.821479287202,806.1949539696406,149777.36258629544,95,2020-12-01
ensemble,2020-12-10,21714.78955340616,672.4985750431478,175407.2639690763,95,2020-12-01
ensemble,2020-12-11,22924.654188904424,568.9439644215524,205330.6348124069,95,2020-12-01
ensemble,2020-12-12,23703.64414739923,473.7100108773373,234980.0653304629,95,2020-12-01
ensemble,2020-12-13,25143.222861084094,410.00904450022307,274487.0531208799,95,2020-12-01
ensemble,2020-12-14,27501.94241623632,369.4460982245234,329079.42030981294,95,2020-12-01
ensemble,2020-12-15,26774.94823708405,8577.301035331879,65105.52462642947,95,2020-12-15
ensemble,2020-12-16,30772.793146396787,7039.033156899005,91310.81838419379,95,2020-12-15
ensemble,2020-12-17,31519.821184930566,5497.675113638366,108980.71677145931,95,2020-12-15
ensemble,2020-12-18,34268.93851377262,4664.791561126262,135015.36996636976,95,2020-12-15
ensemble,2020-12-19,34949.70318337144,3781.3835861559596,155266.64415329607,95,2020-12-15
ensemble,2020-12-20,37953.27912328054,3337.359935366573,186738.82958233482,95,2020-12-15
ensemble,2020-12-21,44114.11243659368,3204.291291836044,237069.88787594126,95,2020-12-15
ensemble,2020-12-22,46721.14164981339,2633.653618779753,283366.88214117906,95,2020-12-15
ensemble,2020-12-23,50297.45578053945,2279.8410714645247,337837.33132945216,95,2020-12-15
ensemble,2020-12-24,53726.57226707543,1982.1055551345685,397133.5689958812,95,2020-12-15
ensemble,2020-12-25,57505.26810969995,1746.01922450526,465273.07420336164,95,2020-12-15
ensemble,2020-12-26,59626.89691047967,1497.7121148671622,525955.8391581462,95,2020-12-15
ensemble,2020-12-27,63864.18407489343,1344.3312657528684,611560.9501398002,95,2020-12-15
ensemble,2020-12-28,70962.25368099159,1268.088068526156,735544.6866964953,95,2020-12-15
ensemble,2021-01-01,2507.7232996468674,751.5829167691137,6387.162985862859,95,2021-01-01
ensemble,2021-01-02,2924.802915375006,601.5069710247051,9238.778466317295,95,2021-01-01
ensemble,2021-01-03,3365.1758313216105,500.8175458898313,12618.49369411644,95,2021-01-01
ensemble,2021-01-04,3480.408684659259,374.6477944504411,15286.89358627094,95,2021-01-01
ensemble,2021-01-05,4341.039868084976,373.9279630866895,21380.759923644175,95,2021-01-01
ensemble,2021-01-06,3945.673604944099,261.53855171004994,22027.89456945088,95,2021-01-01
ensemble,2021-01-07,3617.6274787916736,177.48836298344156,22937.797207331452,95,2021-01-01
ensemble,2021-01-08,3597.4036610833555,121.10216775103264,26115.454922904053,95,2021-01-01
ensemble,2021-01-09,4020.6820584178595,107.78897951877578,32245.80893433336,95,2021-01-01
ensemble,2021-01-10,4950.4283821626395,120.77765304538171,43318.051325486136,95,2021-01-01
ensemble,2021-01-11,4139.209616937504,34.83264998167958,42038.95196152333,95,2021-01-01
ensemble,2021-01-12,6015.529302185023,97.6982890797292,63893.96457453026,95,2021-01-01
ensemble,2021-01-13,6219.765017202862,81.86244894722822,72368.1803955591,95,2021-01-01
ensemble,2021-01-14,6341.575297467873,67.72222567666448,80498.36358776657,95,2021-01-01
ensemble,2021-01-15,1779.2145796206287,551.8305758363003,4422.94431300602,95,2021-01-15
ensemble,2021-01-16,1981.6550305451442,420.36931702970946,6149.237002950075,95,2021-01-15
ensemble,2021-01-17,2132.2449785304298,328.2753644089951,7869.360237732834,95,2021-01-15
ensemble,2021-01-18,2344.400074527449,272.97930682142635,9974.15900784589,95,2021-01-15
ensemble,2021-01-19,2607.3174039720748,236.1263538920759,12565.234468551831,95,2021-01-15
ensemble,2021-01-20,2773.1521758487033,198.06942654446627,14993.352937953394,95,2021-01-15
ensemble,2021-01-21,2856.8330547367673,163.66701467673025,17158.016205583146,95,2021-01-15
ensemble,2021-01-22,3230.012637575282,139.0548055641673,22072.066890382845,95,2021-01-15
ensemble,2021-01-23,3282.7810443191274,110.64297317377515,25058.90969225844,95,2021-01-15
ensemble,2021-01-24,3331.490450604909,87.97835757151309,28236.36565899362,95,2021-01-15
ensemble,2021-01-25,3622.940263513193,77.21831488589316,33884.3323486934,95,2021-01-15
