model,date,mean,lower,upper,ci_level,forecast_date
arima_tweet,2020-06-14,3887.974397720663,79.24548774695194,37804.587236100226,95,2020-06-01
arima_tweet,2020-06-15,1194.7919795383002,389.88193896392187,2867.5925910042192,95,2020-06-15
arima_tweet,2020-06-16,1629.8170026766743,465.8173308970147,4243.502341954376,95,2020-06-15
arima_tweet,2020-06-17,1852.735078932821,454.74262053521176,5277.102236672431,95,2020-06-15
arima_tweet,2020-06-18,1756.102995297716,363.96937999616046,5504.103619499698,95,2020-06-15
arima_tweet,2020-06-19,1802.5785248583522,311.18587270331125,6241.30269797349,95,2020-06-15
arima_tweet,2020-06-20,1928.0466910604734,274.1161946268414,7393.391408175571,95,2020-06-15
arima_tweet,2020-06-21,1960.0954062715641,227.328717557362,8337.953310942728,95,2020-06-15
arima_tweet,2020-06-22,2147.7769234244497,201.73815704000393,10145.083374215468,95,2020-06-15
arima_tweet,2020-06-23,2275.7839536712636,172.07694880957942,11944.496276360824,95,2020-06-15
arima_tweet,2020-06-24,2415.84454328883,146.37862103588475,14095.005172999092,95,2020-06-15
arima_tweet,2020-06-25,2567.848259577961,124.25901071630446,16659.69286018787,95,2020-06-15
arima_tweet,2020-06-26,2731.6327115037684,105.31635291766865,19712.523339884086,95,2020-06-15
arima_tweet,2020-06-27,2906.9920812546625,89.15814904319976,23339.946305212758,95,2020-06-15
arima_tweet,2020-06-28,3093.68468222081,75.41675573751182,27642.722804796176,95,2020-06-15
arima_tweet,2020-07-01,7.79429323790679,1.1251048861957824,24.290588444804847,95,2020-07-01
arima_tweet,2020-07-02,9.326762909349684,0.6704147582067388,36.05572524009087,95,2020-07-01
arima_tweet,2020-07-03,8.875022074141018,0.13568921660368538,41.25149556277024,95,2020-07-01
arima_tweet,2020-07-04,8.59669304900196,-0.1841743760529343,46.68911978919384,95,2020-07-01
arima_tweet,2020-07-05,9.133739428347752,-0.3450524296599109,56.484612019411145,95,2020-07-01
arima_tweet,2020-07-06,12.13837598418148,-0.3402911021682121,83.03689106801839,95,2020-07-01
arima_tweet,2020-07-07,12.38671106064617,-0.46858979378241705,94.66342729320085,95,2020-07-01
arima_tweet,2020-07-08,12.574318057201246,-0.6040910803801992,111.12656396924908,95,2020-07-01
arima_tweet,2020-07-09,14.248281570483599,-0.6584212835616667,141.59903479443952,95,2020-07-01
arima_tweet,2020-07-10,19.19051375764545,-0.6469038012180834,211.24215053772826,95,2020-07-01
arima_tweet,2020-07-11,14.719987410721192,-0.7823863430831618,183.66829305619123,95,2020-07-01
arima_tweet,2020-07-12,21.277542757842483,-0.7529552195087561,290.0413083840103,95,2020-07-01
arima_tweet,2020-07-13,17.566417486448877,-0.8333356128192659,267.6408013737339,95,2020-07-01
arima_tweet,2020-07-14,18.392844780402008,-0.8577784266324934,308.66781050814353,95,2020-07-01
arima_tweet,2020-07-15,8.93182890070677,1.4267076026207204,27.379953689704912,95,2020-07-15
arima_tweet,2020-07-16,12.121677590784508,1.225492146243472,44.91265502924684,95,2020-07-15
arima_tweet,2020-07-17,13.094845713170479,0.7470803651953215,57.063721400768195,95,2020-07-15
arima_tweet,2020-07-18,14.334833985973855,0.4372236633067119,71.64633542731875,95,2020-07-15
arima_tweet,2020-07-19,12.507693106955855,-0.01862108531898876,71.4363916499301,95,2020-07-15
arima_tweet,2020-07-20,17.14907548586744,0.042159052448675016,107.9278104076829,95,2020-07-15
arima_tweet,2020-07-21,19.52554907754253,-0.053742524166182415,135.69587402062393,95,2020-07-15
arima_tweet,2020-07-22,19.508411807848248,-0.32325593445154743,158.85852877362993,95,2020-07-15
arima_tweet,2020-07-23,20.806173153243126,-0.4512236781580622,192.05525011400033,95,2020-07-15
arima_tweet,2020-07-24,22.62508525188761,-0.5385591231232623,234.69575263041878,95,2020-07-15
arima_tweet,2020-07-25,23.91608992862409,-0.6166870959134123,277.34666674897545,95,2020-07-15
arima_tweet,2020-07-26,23.654112063343355,-0.6974593229205808,305.80093899435866,95,2020-07-15
arima_tweet,2020-07-27,27.25220853408598,-0.7203975475771439,388.9160996092325,95,2020-07-15
arima_tweet,2020-07-28,28.670390003274257,-0.7608862149420346,451.43443680436525,95,2020-07-15
arima_tweet,2020-08-01,21.31947430424313,4.584927466396846,61.9027006818045,95,2020-08-01
arima_tweet,2020-08-02,26.518995895497163,3.795318643404471,93.90352427648395,95,2020-08-01
arima_tweet,2020-08-03,32.04419091836931,3.220853981600884,133.05698247372632,95,2020-08-01
arima_tweet,2020-08-04,38.82400134983462,2.856902941228306,184.63242297333798,95,2020-08-01
arima_tweet,2020-08-05,43.33611760703587,2.3370369499496424,232.73598749642645,95,2020-08-01
arima_tweet,2020-08-06,45.939715241298074,1.7988792114161916,275.7152296782169,95,2020-08-01
arima_tweet,2020-08-07,44.89183364421648,1.2017078280323408,298.93051615339743,95,2020-08-01
arima_tweet,2020-08-08,45.42112612785958,0.615115542207936,351.9516109750446,95,2020-08-01
arima_tweet,2020-08-09,51.42082580781375,0.40179369477821814,450.0339717882221,95,2020-08-01
arima_tweet,2020-08-10,82.22173327678354,0.7392899610962149,803.154002823381,95,2020-08-01
arima_tweet,2020-08-11,63.941840226102926,0.07583988067159098,699.4234612752273,95,2020-08-01
arima_tweet,2020-08-12,70.35769799024386,-0.05153714004454013,853.6941636055382,95,2020-08-01
arima_tweet,2020-08-13,94.03249309815477,0.02422939178249628,1257.6951406429826,95,2020-08-01
arima_tweet,2020-08-14,107.99383955403944,-0.0385744285521491,1589.5116543010815,95,2020-08-01
arima_tweet,2020-08-15,38.76195106538721,9.332413497663843,108.6153147593284,95,2020-08-15
arima_tweet,2020-08-16,50.40429351813915,8.387488466080512,171.84763754129088,95,2020-08-15
arima_tweet,2020-08-17,110.61204058700561,14.058187414587195,439.28049624951615,95,2020-08-15
arima_tweet,2020-08-18,91.56744113071258,8.534453923060177,417.5200360714385,95,2020-08-15
arima_tweet,2020-08-19,90.32837610266833,6.355883375271752,464.9266302663977,95,2020-08-15
arima_tweet,2020-08-20,133.42716260413096,7.625763707281472,764.1820257729245,95,2020-08-15
arima_tweet,2020-08-21,73.86459371877044,2.8851947859518727,470.43455349891514,95,2020-08-15
arima_tweet,2020-08-22,96.79924285627517,2.712359073980281,712.7620040303857,95,2020-08-15
arima_tweet,2020-08-23,78.34551127059592,1.329985724351285,652.3188833809386,95,2020-08-15
arima_tweet,2020-08-24,105.3112279062758,1.454486753381615,979.1641769213403,95,2020-08-15
arima_tweet,2020-08-25,67.16625862003377,0.2544283114151267,698.4821029946879,95,2020-08-15
arima_tweet,2020-08-26,70.00797713624166,0.053873394164467125,805.9221640552541,95,2020-08-15
